airport,country_code,latitude,longitude
ver,mx,19.14590,-96.18730
zcl,mx,22.89710,-102.68700
zih,mx,17.60160,-101.46100
zmm,mx,20.04500,-102.27600
zlo,mx,19.14480,-104.55900
mmzp,mx,20.74792,-103.46171
bef,ni,11.99100,-83.77410
mnbr,ni,12.19000,-86.35390
mnln,ni,12.42920,-86.90280
mga,ni,12.14150,-86.16820
puz,ni,14.04720,-83.38670
boc,pa,9.34085,-82.25080
chx,pa,9.45864,-82.51680
dav,pa,8.39100,-82.43500
blb,pa,8.91479,-79.59960
pac,pa,8.97334,-79.55560
mpsa,pa,8.08560,-80.94530
pty,pa,9.07136,-79.38350
mrba,cr,9.16395,-83.33017
otr,cr,8.60156,-82.96860
mrch,cr,9.98141,-84.77270
mrec,cr,10.20200,-83.47220
mrfi,cr,8.91635,-83.50730
glf,cr,8.65401,-83.18220
mrgp,cr,10.21720,-83.79700
lir,cr,10.59330,-85.54440
mrlc,cr,11.03530,-84.70610
lio,cr,9.95796,-83.02200
nob,cr,9.97649,-85.65300
sjo,cr,9.99386,-84.20880
mrpd,cr,9.73217,-82.98320
pmz,cr,8.95103,-83.46860
xqp,cr,9.44316,-84.12980
mrsg,cr,10.28830,-83.71350
mrsv,cr,8.82611,-82.95890
sal,sv,13.44090,-89.05570
msss,sv,13.69950,-89.11990
mtca,ht,18.27110,-73.78830
cap,ht,19.73300,-72.19470
mtja,ht,18.24110,-72.51850
pap,ht,18.58000,-72.29250
bca,cu,20.36530,-74.50620
bym,cu,20.39640,-76.62140
avi,cu,22.02710,-78.78960
ccc,cu,22.46100,-78.32840
cfg,cu,22.15000,-80.41420
cyo,cu,21.61650,-81.54600
cmw,cu,21.42030,-77.84750
scu,cu,19.96980,-75.83540
mufl,cu,21.49970,-78.20280
mugm,cu,19.90650,-75.20710
gao,cu,20.08530,-75.15830
hav,cu,22.98920,-82.40910
hog,cu,20.78560,-76.31510
lcl,cu,22.33610,-83.64190
moa,cu,20.65390,-74.92220
mzo,cu,20.28810,-77.08920
ger,cu,21.83470,-82.78380
upb,cu,23.03280,-82.57940
mupr,cu,22.42140,-83.67840
musa,cu,22.87150,-82.50930
snu,cu,22.49220,-79.94360
musl,cu,21.50946,-77.02060
musn,cu,21.64250,-82.95510
muss,cu,21.97040,-79.44270
vra,cu,23.03440,-81.43530
vtu,cu,20.98760,-76.93580
cyb,ky,19.68700,-79.88280
gcm,ky,19.29280,-81.35770
myab,bs,24.28770,-77.68460
asd,bs,24.69790,-77.79560
mhh,bs,26.51140,-77.08350
saq,bs,25.05380,-78.04900
axp,bs,22.44180,-73.97090
myas,bs,26.00460,-77.39550
tcb,bs,26.74530,-77.39130
ccz,bs,25.41710,-77.88090
mybg,bs,25.73830,-77.84010
bim,bs,25.69990,-79.26470
ggt,bs,23.56260,-75.87800
myeg,bs,23.46670,-75.78170
elh,bs,25.47490,-76.68350
ghb,bs,25.28470,-76.33100
myen,bs,24.59430,-76.82020
rsd,bs,24.89508,-76.17688
myes,bs,24.16910,-76.43910
fpo,bs,26.55870,-78.69560
iga,bs,20.97500,-73.66690
lgi,bs,23.17900,-75.09360
sml,bs,23.58232,-75.26862
myg,bs,22.37950,-73.01350
nas,bs,25.03900,-77.46620
myrd,bs,22.18180,-75.72950
myrp,bs,23.68440,-74.83620
zsa,bs,24.06330,-74.52400
bze,bz,17.53910,-88.30820
ait,ck,-18.83090,-159.76401
rar,ck,-21.20270,-159.80600
nan,fj,-17.75540,177.44299
suv,fj,-18.04330,178.55901
tbu,to,-21.24120,-175.14999
vav,to,-18.58530,-173.96201
trw,ki,1.38164,173.14700
tbf,ki,-1.22447,174.77600
wls,wf,-13.23830,-176.19901
apw,ws,-13.83000,-172.00800
ppg,as,-14.33100,-170.71001
rur,pf,-22.43410,-151.36099
tub,pf,-23.36540,-149.52400
aaa,pf,-17.35260,-145.50999
ntgb,pf,-15.81990,-140.88699
tih,pf,-15.11960,-148.23100
rea,pf,-18.46590,-136.44000
fav,pf,-16.05410,-145.65700
xmh,pf,-14.43680,-146.07001
gmr,pf,-23.07990,-134.89000
kkr,pf,-15.66330,-146.88499
mkp,pf,-16.58390,-143.65800
pkp,pf,-14.80950,-138.81300
tkp,pf,-14.70950,-145.24600
axr,pf,-15.24830,-146.61700
mvt,pf,-14.86810,-148.71700
tkx,pf,-14.45580,-145.02499
nhv,pf,-8.79560,-140.22900
bob,pf,-16.44440,-151.75101
rgi,pf,-14.95430,-147.66100
huh,pf,-16.68720,-151.02200
moz,pf,-17.49000,-149.76199
hoi,pf,-18.07480,-140.94600
mau,pf,-16.42650,-152.24400
rfp,pf,-16.72290,-151.46600
vli,vu,-17.69930,168.32001
knq,nc,-21.05430,164.83701
koc,nc,-20.54630,164.25600
lif,nc,-20.77480,167.24001
gea,nc,-22.25830,166.47301
mee,nc,-21.48170,168.03799
tou,nc,-20.79000,165.25900
uve,nc,-20.64060,166.57300
nou,nc,-22.01460,166.21300
akl,nz,-37.00810,174.79201
tuo,nz,-38.73970,176.08400
amz,nz,-37.02970,174.97301
chc,nz,-43.48940,172.53200
cht,nz,-43.81000,-176.45700
dud,nz,-45.92810,170.19800
gis,nz,-38.66330,177.97800
nzgt,nz,-43.90670,170.12801
hkk,nz,-42.71360,170.98500
hlz,nz,-37.86670,175.33200
nzhs,nz,-39.64670,176.76700
kke,nz,-35.26280,173.91200
kat,nz,-35.07000,173.28500
alr,nz,-45.21170,169.37300
mon,nz,-43.76500,170.13300
teu,nz,-45.53310,167.64999
mro,nz,-40.97330,175.63400
npl,nz,-39.00860,174.17900
nsn,nz,-41.29830,173.22099
ivc,nz,-46.41240,168.31300
nzoh,nz,-40.20600,175.38800
oam,nz,-44.97000,171.08200
pmr,nz,-40.32060,175.61700
ppq,nz,-40.90470,174.98900
zqn,nz,-45.02110,168.73900
rot,nz,-38.10920,176.31700
nzru,nz,-39.44640,175.65800
nzsp,aq,-90.00000,0.00000
trg,nz,-37.67190,176.19600
tiu,nz,-44.30280,171.22501
nzuk,nz,-44.23500,170.11800
bhe,nz,-41.51830,173.87000
nzwd,aq,-77.86740,167.05701
wka,nz,-44.72220,169.24600
nzwg,nz,-43.55110,172.55299
whk,nz,-37.92060,176.91400
wlg,nz,-41.32720,174.80499
nzwo,nz,-39.00690,177.40700
nzwp,nz,-36.78780,174.63000
wre,nz,-35.76830,174.36501
wsz,nz,-41.73810,171.58099
wag,nz,-39.96220,175.02499
hea,af,34.21000,62.22830
jaa,af,34.39980,70.49860
kbl,af,34.56590,69.21230
kdh,af,31.50580,65.84780
mmz,af,35.93080,64.76090
mzr,af,36.70690,67.20970
oasd,af,33.39130,62.26100
oasg,af,36.75080,65.91320
und,af,36.66510,68.91080
bah,bh,26.27080,50.63360
obbs,bh,25.91840,50.59060
ahb,sa,18.24040,42.65660
hof,sa,25.28530,49.48520
abt,sa,20.29610,41.63430
bhh,sa,19.98440,42.62090
oebq,sa,25.91130,49.59120
dmm,sa,26.47120,49.79790
dha,sa,26.26540,50.15200
giz,sa,16.90110,42.58580
elq,sa,26.30280,43.77440
ury,sa,31.41241,37.27890
has,sa,27.43790,41.68630
oejb,sa,27.03900,49.40510
oejf,sa,21.34810,39.17300
jed,sa,21.67960,39.15650
hbt,sa,27.90090,45.52820
med,sa,24.55340,39.70510
eam,sa,17.61140,44.41920
aqi,sa,28.33520,46.12510
oepc,sa,25.17450,47.48840
oepf,sa,24.71030,44.96450
oepj,sa,24.10730,41.03600
oerb,sa,22.70260,39.06980
rah,sa,29.62640,43.49060
ruh,sa,24.95760,46.69880
oerm,sa,28.07960,48.61100
rae,sa,30.90660,41.13820
oert,sa,26.72310,50.03080
shw,sa,17.46690,47.12140
slf,sa,20.46470,45.61960
tuu,sa,28.36540,36.61890
tif,sa,21.48300,40.54344
oeth,sa,25.21300,46.64100
oetn,sa,27.86780,48.76910
tui,sa,31.69219,38.73154
ejh,sa,26.19860,36.47640
ynb,sa,24.14420,38.06340
abd,ir,30.37110,48.22830
oiad,ir,32.43440,48.39760
oiag,ir,30.74440,49.67720
oiah,ir,30.33760,50.82800
qmj,ir,32.00240,49.27040
oiaj,ir,30.83520,49.53490
mrx,ir,30.55620,49.15190
awz,ir,31.33740,48.76200
oiba,ir,25.87570,55.03300
buz,ir,28.94480,50.83460
oibh,ir,27.21270,54.31860
oibi,ir,27.48140,52.61550
kih,ir,26.52620,53.98020
bdh,ir,26.53200,54.82480
oibq,ir,29.26030,50.32390
oibs,ir,25.90890,54.53940
oibv,ir,26.81030,53.35630
ksh,ir,34.34590,47.15810
sdg,ir,35.24590,47.00920
oife,ir,32.92890,51.56110
oifh,ir,32.56700,51.69160
oifk,ir,33.89530,51.57700
ifn,ir,32.75080,51.86130
oifp,ir,32.62110,51.69700
ras,ir,37.32333,49.61778
oihr,ir,34.13810,49.84730
oiia,ir,35.95210,50.45080
oiic,ir,34.98400,50.80620
oiid,ir,35.70300,51.47510
oiig,ir,35.64480,51.38070
thr,ir,35.68920,51.31340
oiik,ir,36.24010,50.04710
oiim,ir,35.77630,50.88100
bnd,ir,27.21830,56.37780
oikj,ir,28.72690,57.67030
ker,ir,30.27440,56.95110
oikp,ir,27.15830,56.17250
oikq,ir,26.75460,55.90240
oiky,ir,29.55090,55.67270
xbj,ir,32.89810,59.26610
oimc,ir,36.50120,61.06490
oimj,ir,36.42530,55.10420
oimt,ir,33.66780,56.89270
oine,ir,37.38330,55.45200
rzr,ir,36.90990,50.67960
oisf,ir,28.89180,53.72330
oisj,ir,28.58670,53.57910
oisr,ir,27.37270,53.18880
syz,ir,29.53920,52.58980
oitk,ir,38.42750,44.97360
tbz,ir,38.13390,46.23500
oitz,ir,36.77370,48.35940
azd,ir,31.90490,54.27650
acz,ir,31.09830,61.54390
zbr,ir,25.44330,60.38210
zah,ir,29.47570,60.90620
oizi,ir,27.23610,60.72000
oizs,ir,27.41930,62.31580
amm,jo,31.72260,35.99320
adj,jo,31.97270,35.99160
aqj,jo,29.61160,35.01810
ojhf,jo,32.16070,37.14940
omf,jo,32.35640,36.25920
kwi,kw,29.22660,47.96890
bey,lb,33.82090,35.48840
olka,lb,34.58930,36.01130
auh,ae,24.43300,54.65110
azi,ae,24.42830,54.45810
omah,ae,24.07400,52.46360
omaj,ae,24.18740,52.61400
omam,ae,24.24820,54.54770
omar,ae,24.78050,52.55990
omas,ae,25.14620,52.87370
omaz,ae,24.86249,53.07714
dxb,ae,25.25280,55.36440
fjr,ae,25.11220,56.32400
rkt,ae,25.61350,55.93880
shj,ae,25.32860,55.51720
khs,om,26.17100,56.24060
msh,om,20.67540,58.89050
mct,om,23.59330,58.28440
sll,om,17.03870,54.09130
tth,om,17.66600,54.02460
opbg,pk,32.05610,72.94840
lyp,pk,31.36500,72.99480
gwd,pk,25.23330,62.32950
gil,pk,35.91880,74.33360
opja,pk,28.28420,68.44970
khi,pk,24.90650,67.16080
lhe,pk,31.52160,74.40360
oplh,pk,31.49480,74.34620
opma,pk,33.05010,73.63840
mfg,pk,34.33900,73.50860
opmi,pk,32.56310,71.57070
mjd,pk,27.33520,68.14310
opmr,pk,24.89360,66.93880
mux,pk,30.20320,71.41910
wns,pk,26.21940,68.39010
opok,pk,30.74100,73.35770
pjg,pk,26.95450,64.13250
psi,pk,25.29050,63.34510
pew,pk,33.99390,71.51460
opqs,pk,33.56020,73.03320
uet,pk,30.25140,66.93780
ryk,pk,28.38390,70.27960
isb,pk,33.61670,73.09920
oprs,pk,34.08110,71.97260
raz,pk,33.84970,73.79810
skz,pk,27.72200,68.79170
sdt,pk,34.81360,72.35280
sul,pk,28.64510,69.17690
bdn,pk,24.84150,68.83840
opwn,pk,32.30470,69.57040
pzh,pk,31.35840,69.46360
bsr,iq,30.54910,47.66210
alp,sy,36.18070,37.22440
dam,sy,33.41150,36.51560
dez,sy,35.28540,40.17600
ltk,sy,35.40110,35.94870
pms,sy,34.55740,38.31690
otbd,qa,25.26110,51.56510
cis,ki,-2.76812,-171.71001
rop,mp,14.17430,145.24300
spn,mp,15.11900,145.72900
uam,gu,13.58400,144.92999
gum,gu,13.48340,144.79601
tiq,mp,14.99920,145.61900
maj,mh,7.06476,171.27200
pkro,mh,9.39689,167.47099
kwa,mh,8.72012,167.73199
cxi,ki,1.98616,-157.35001
tkk,fm,7.46187,151.84300
pni,fm,6.98510,158.20900
ror,pw,7.36765,134.54401
ksa,fm,5.35698,162.95799
yap,fm,9.49891,138.08299
knh,tw,24.42790,118.35900
rcdc,tw,22.67240,120.46200
rcdi,tw,24.85510,121.23800
ttt,tw,22.75500,121.10200
gni,tw,22.67390,121.46600
khh,tw,22.57710,120.35000
cyi,tw,23.46180,120.39300
kyd,tw,22.02700,121.53500
rmq,tw,24.26470,120.62100
tnn,tw,22.95040,120.20600
rcpo,tw,24.81800,120.93900
mzg,tw,23.56870,119.62800
rcqs,tw,22.79310,121.18200
pif,tw,22.70020,120.48200
tsa,tw,25.06940,121.55200
tpe,tw,25.07770,121.23300
wot,tw,23.36737,119.50278
hun,tw,24.02310,121.61800
nrt,jp,35.76470,140.38600
mmj,jp,36.16680,137.92300
ibr,jp,36.18110,140.41499
rjam,jp,24.28970,153.97900
iwo,jp,24.78400,141.32300
shm,jp,33.66220,135.36400
rjbk,jp,34.59080,133.93300
obo,jp,42.73330,143.21700
cts,jp,42.77520,141.69200
hkd,jp,41.77000,140.82201
spk,jp,42.79450,141.66600
mmb,jp,43.88060,144.16400
shb,jp,43.57750,144.96001
rjct,jp,42.89050,143.15800
wkj,jp,45.40420,141.80099
iki,jp,33.74900,129.78500
ubj,jp,33.93000,131.27901
tsj,jp,34.28490,129.33099
mbe,jp,44.30390,143.40401
akj,jp,43.67080,142.44701
oir,jp,42.07170,139.43300
ris,jp,45.24200,141.18600
rjfa,jp,33.88310,130.65300
kum,jp,30.38560,130.65900
fuj,jp,32.66630,128.83299
fuk,jp,33.58590,130.45100
tne,jp,30.60510,130.99100
koj,jp,31.80340,130.71899
kmi,jp,31.87720,131.44901
rjfn,jp,32.08360,131.45100
oit,jp,33.47940,131.73700
kkj,jp,33.84590,131.03500
kmj,jp,32.83730,130.85500
ngs,jp,32.91690,129.91400
rjfy,jp,31.36760,130.84500
rjfz,jp,33.68500,131.03999
asj,jp,28.43060,129.71300
rjkb,jp,27.42550,128.70100
tkn,jp,27.83640,128.88100
rjnf,jp,36.14280,136.22400
rjng,jp,35.39410,136.87000
rjnh,jp,34.75020,137.70300
kmq,jp,36.39460,136.40700
oki,jp,36.18110,133.32500
toy,jp,36.64830,137.18800
rjny,jp,34.81280,138.29800
hij,jp,34.43610,132.91901
okj,jp,34.75690,133.85500
izo,jp,35.41360,132.89000
rjof,jp,34.03470,131.54900
ygj,jp,35.49220,133.23599
kcz,jp,33.54610,133.66901
myj,jp,33.82720,132.70000
itm,jp,34.78550,135.43800
ttj,jp,35.53010,134.16701
tks,jp,34.13280,134.60699
tak,jp,34.21420,134.01601
rjoy,jp,34.59630,135.60300
rjoz,jp,34.04530,131.05200
aoj,jp,40.73470,140.69099
gaj,jp,38.41190,140.37100
sds,jp,38.06020,138.41400
rjsh,jp,40.55640,141.46600
hna,jp,39.42860,141.13499
axt,jp,39.61560,140.21899
msj,jp,40.70320,141.36800
sdj,jp,38.13970,140.91701
rjst,jp,38.40490,141.22000
rjta,jp,35.45460,139.45000
rjte,jp,34.98710,139.82899
hac,jp,33.11500,139.78600
rjtj,jp,35.84190,139.41100
rjtk,jp,35.39830,139.91000
rjtl,jp,35.79890,140.01100
oim,jp,34.78200,139.36000
rjtr,jp,35.51380,139.39400
hnd,jp,35.55230,139.78000
oko,jp,35.74850,139.34801
kwj,kr,35.12640,126.80900
chn,kr,35.87840,127.12000
rsu,kr,34.84230,127.61700
sho,kr,38.14260,128.59900
kag,kr,37.75360,128.94400
cju,kr,33.51130,126.49300
rkpe,kr,35.14120,128.69600
pus,kr,35.17950,128.93800
usn,kr,35.59350,129.35201
rksg,kr,36.96220,127.03100
ssn,kr,37.44580,127.11400
osn,kr,37.09060,127.03000
gmp,kr,37.55830,126.79100
swu,kr,37.23940,127.00700
kpo,kr,35.98790,129.42000
tae,kr,35.89410,128.65900
yec,kr,36.63190,128.35500
oka,jp,26.19580,127.64600
rode,jp,26.72576,127.76490
dna,jp,26.35560,127.76800
isg,jp,24.34450,124.18700
ueo,jp,26.36350,126.71400
mmd,jp,25.84650,131.26300
mmy,jp,24.78280,125.29500
ktd,jp,25.94470,131.32700
shi,jp,24.82670,125.14500
rort,jp,24.65390,124.67500
rnj,jp,27.04400,128.40199
ogn,jp,24.46690,122.97800
mnl,ph,14.50860,121.02000
cbo,ph,7.16524,124.21000
cgy,ph,8.41562,124.61100
pag,ph,7.83073,123.46118
ges,ph,6.05800,125.09600
zam,ph,6.92242,122.06000
bag,ph,16.37510,120.62000
rpud,ph,14.12920,122.98000
rpuf,ph,14.98650,120.49300
rpug,ph,16.03480,120.24100
sji,ph,12.36150,121.04700
rpul,ph,13.95500,121.12500
rpum,ph,13.20810,120.60500
rpuq,ph,17.55530,120.35600
rpur,ph,15.72980,121.50000
rpuz,ph,16.61920,121.25200
tac,ph,11.22760,125.02800
bcd,ph,10.77640,123.01500
dgt,ph,9.33371,123.30000
mph,ph,11.92450,121.95400
rpvg,ph,11.03550,125.74200
ilo,ph,10.83302,122.49336
klo,ph,11.67940,122.37600
pps,ph,9.74212,118.75900
rpvs,ph,10.76600,121.93300
coc,ar,-31.29690,-57.99660
ghu,ar,-33.01030,-58.61310
saaj,ar,-34.54590,-60.93060
pra,ar,-31.79480,-60.48040
ros,ar,-32.90360,-60.78500
sfn,ar,-31.71170,-60.81170
aep,ar,-34.55920,-58.41560
cor,ar,-31.32360,-64.20800
sact,ar,-30.34530,-66.29360
sadf,ar,-34.45320,-58.58960
sadj,ar,-34.56060,-58.78960
lpg,ar,-34.97220,-57.89470
sadm,ar,-34.67630,-58.64280
sadp,ar,-34.60990,-58.61260
sahc,ar,-37.44470,-70.22250
sahr,ar,-39.00070,-67.62050
mdz,ar,-32.83170,-68.79290
lgs,ar,-35.49360,-69.57430
afa,ar,-34.58830,-68.40390
ctc,ar,-28.59560,-65.75170
sde,ar,-27.76556,-64.31000
sani,ar,-28.03780,-67.58030
irj,ar,-29.38160,-66.79580
sano,ar,-29.22390,-67.43890
tuc,ar,-26.84090,-65.10490
uaq,ar,-31.57150,-68.41820
rcu,ar,-33.08510,-64.26130
vdr,ar,-31.94520,-65.14630
saol,ar,-22.15060,-65.57750
saom,ar,-32.68360,-62.15780
saor,ar,-33.72990,-65.38740
luq,ar,-33.27320,-66.35640
cnq,ar,-27.44550,-58.76190
res,ar,-27.45000,-59.05610
fma,ar,-26.21270,-58.22810
igr,ar,-25.73730,-54.47340
aol,ar,-29.68940,-57.15210
sarm,ar,-30.27190,-57.64020
pss,ar,-27.38580,-55.97070
sla,ar,-24.85600,-65.48620
juj,ar,-24.39280,-65.09780
ora,ar,-23.15280,-64.32920
sasq,ar,-34.13540,-63.36230
satd,ar,-26.39750,-54.57470
satg,ar,-29.10580,-59.21890
sato,ar,-27.51820,-55.12420
satr,ar,-29.21030,-59.68000
satu,ar,-29.77060,-57.97890
ehl,ar,-41.94320,-71.53230
crd,ar,-45.78530,-67.46550
eqs,ar,-42.90800,-71.13950
rel,ar,-43.21050,-65.27030
vdm,ar,-40.86920,-63.00040
pmy,ar,-42.75920,-65.10270
sawb,aq,-64.23830,-56.63080
pud,ar,-47.73530,-65.90410
rga,ar,-53.77770,-67.74940
rgl,ar,-51.60890,-69.31260
ush,ar,-54.84330,-68.29580
ula,ar,-49.30680,-67.80260
pmq,ar,-46.53790,-70.97870
rza,ar,-50.01650,-68.57920
bhi,ar,-38.72500,-62.16930
sazc,ar,-37.44610,-61.88930
sazf,ar,-36.89000,-60.21660
sazg,ar,-35.69620,-63.75830
sazh,ar,-38.38690,-60.32970
sazi,ar,-36.18660,-61.07640
mdq,ar,-37.93420,-57.57330
nqn,ar,-38.94900,-68.15570
sazp,ar,-35.84460,-61.85760
rsa,ar,-36.58830,-64.27570
brc,ar,-41.15120,-71.15750
tdl,ar,-37.23740,-59.22790
vlg,ar,-37.23540,-57.02920
sazw,ar,-38.93970,-69.26460
cpc,ar,-40.07540,-71.13730
cdj,br,-8.34835,-49.30150
sbaf,br,-22.87510,-43.38470
sbam,br,2.07751,-50.85820
aqa,br,-21.81200,-48.13300
aju,br,-10.98400,-37.07030
afl,br,-9.86639,-56.10500
aru,br,-21.14130,-50.42470
bel,br,-1.37925,-48.47630
bgx,br,-31.39050,-54.11220
plu,br,-19.85120,-43.95060
bfh,br,-25.40510,-49.23200
sbbq,br,-21.26720,-43.76110
bsb,br,-15.86917,-47.92083
bau,br,-22.34500,-49.05380
bvb,br,2.84139,-60.69222
sbbw,br,-15.86130,-52.38890
cac,br,-25.00030,-53.50080
sbcc,br,-9.33394,-54.96540
cnf,br,-19.62444,-43.97194
cgr,br,-20.46870,-54.67250
xap,br,-27.13420,-52.65660
cln,br,-7.32044,-47.45870
ccm,br,-28.72444,-49.42139
sbco,br,-29.94593,-51.14441
caw,br,-21.69830,-41.30170
cmg,br,-19.01194,-57.67139
cwb,br,-25.52850,-49.17580
crq,br,-17.65230,-39.25310
cxj,br,-29.19710,-51.18750
cgb,br,-15.65290,-56.11670
czs,br,-7.59991,-72.76950
ppb,br,-22.17510,-51.42460
mao,br,-3.03861,-60.04970
sbek,br,-6.23316,-57.77690
sbes,br,-22.81290,-42.09260
igu,br,-25.60028,-54.48500
fln,br,-27.67028,-48.55250
fen,br,-3.85493,-32.42330
sbfu,br,-20.70280,-46.33530
for,br,-3.77628,-38.53260
gig,br,-22.81000,-43.25056
sbgm,br,-10.78640,-65.28480
gyn,br,-16.63200,-49.22070
sbgp,br,-21.77370,-48.40510
gru,br,-23.43556,-46.47306
sbgw,br,-22.79160,-45.20480
atm,br,-3.25391,-52.25400
sbic,br,-3.12726,-58.48120
itb,br,-4.24234,-56.00070
ios,br,-14.81600,-39.03320
ipn,br,-19.47070,-42.48760
sbit,br,-18.44470,-49.21340
imp,br,-5.53129,-47.46000
sbjc,br,-1.41416,-48.46070
jdf,br,-21.79150,-43.38680
jpa,br,-7.14583,-34.94861
joi,br,-26.22450,-48.79740
cpv,br,-7.26992,-35.89640
vcp,br,-23.00740,-47.13450
sblj,br,-27.78210,-50.28150
lip,br,-21.66400,-49.73050
ldb,br,-23.33360,-51.13010
laz,br,-13.26210,-43.40810
sbls,br,-19.66160,-43.89640
mab,br,-5.36859,-49.13800
sbmd,br,-0.88984,-52.60220
mgf,br,-23.47944,-52.01222
moc,br,-16.70690,-43.81890
pll,br,-3.14604,-59.98630
mcz,br,-9.51081,-35.79170
mcp,br,0.05066,-51.07220
mvf,br,-5.20192,-37.36430
sbmt,br,-23.50910,-46.63780
mnx,br,-5.81138,-61.27830
nvt,br,-26.88000,-48.65140
gel,br,-28.28170,-54.16910
nat,br,-5.76806,-35.37611
sboi,br,3.85549,-51.79690
poa,br,-29.99440,-51.17140
sbpb,br,-2.89375,-41.73200
poo,br,-21.84300,-46.56790
pfb,br,-28.24400,-52.32660
pet,br,-31.71840,-52.32770
pnz,br,-9.36241,-40.56910
pnb,br,-10.71940,-48.39970
pmg,br,-22.54960,-55.70260
pvh,br,-8.70929,-63.90230
rbr,br,-9.86889,-67.89806
rec,br,-8.12649,-34.92360
sdu,br,-22.91050,-43.16310
rao,br,-21.13639,-47.77667
stu,br,-22.93240,-43.71910
sjk,br,-23.22920,-45.86150
slz,br,-2.58536,-44.23410
cgh,br,-23.62611,-46.65639
sjp,br,-20.81660,-49.40650
ssz,br,-23.92806,-46.29972
ssa,br,-12.90861,-38.32250
tmt,br,-1.48960,-56.39680
the,br,-5.05994,-42.82350
tff,br,-3.38294,-64.72410
sbtk,br,-8.15526,-70.78330
sbtl,br,-24.31780,-50.65160
sbts,br,2.22347,-55.94610
tbt,br,-4.25567,-69.93580
tur,br,-3.78601,-49.72030
sjl,br,-0.14835,-66.98550
pav,br,-9.40088,-38.25060
urg,br,-29.78220,-57.03820
udi,br,-18.88361,-48.22528
uba,br,-19.76472,-47.96611
vag,br,-21.59010,-45.47330
bvh,br,-12.69440,-60.09830
vix,br,-20.25806,-40.28639
sbya,br,0.60750,-69.18580
qps,br,-21.98460,-47.33480
ari,cl,-18.34850,-70.33870
bba,cl,-45.91610,-71.68950
scbq,cl,-33.56180,-70.68840
cch,cl,-46.58330,-71.68740
cjc,cl,-22.49820,-68.90360
scch,cl,-36.58250,-72.03140
puq,cl,-53.00260,-70.85460
gxq,cl,-45.59420,-72.10610
iqq,cl,-20.53520,-70.18130
scl,cl,-33.39300,-70.78580
anf,cl,-23.44450,-70.44510
wpr,cl,-53.25370,-70.31920
scft,cl,-43.18920,-71.85110
lsq,cl,-37.40170,-72.42540
wpu,cl,-54.93110,-67.62630
ccp,cl,-36.77270,-73.06310
ipc,cl,-27.16480,-109.42200
zos,cl,-40.61120,-73.06100
scll,cl,-28.59640,-70.75600
scrg,cl,-34.17370,-70.77570
scrm,aq,-62.19080,-58.98670
lsc,cl,-29.91620,-71.19950
sctb,cl,-33.45630,-70.54670
zco,cl,-38.76680,-72.63710
pmc,cl,-41.43890,-73.09400
wch,cl,-42.93280,-72.69910
zal,cl,-39.65000,-73.08610
atf,ec,-1.21207,-78.57460
secm,ec,-1.70627,-79.37890
occ,ec,-0.46289,-76.98680
cue,ec,-2.88947,-78.98440
gps,ec,-0.45376,-90.26590
gye,ec,-2.15742,-79.88360
segz,ec,-3.42321,-78.56700
seib,ec,0.33842,-78.13640
sekk,ec,0.18420,-79.39200
selj,ec,-1.70438,-79.55230
ltx,ec,-0.90683,-78.61580
sema,ec,-4.37823,-79.94100
xms,ec,-2.29917,-78.12080
mch,ec,-3.26890,-79.96160
semo,ec,-2.06701,-76.97570
mec,ec,-0.94608,-80.67880
semx,ec,-2.85110,-79.80360
seps,ec,-3.31967,-79.76920
pvo,ec,-1.04165,-80.47220
seqe,ec,-0.98940,-79.46510
uio,ec,-0.12917,-78.35750
serb,ec,-1.65343,-78.65610
etr,ec,-3.44199,-79.99696
snc,ec,-2.20499,-80.98890
sesd,ec,-0.24822,-79.21440
seta,ec,-2.26104,-79.68020
sete,ec,-0.98677,-77.81950
tpc,ec,-0.12296,-76.33780
tua,ec,0.80951,-77.70810
asu,py,-25.24000,-57.52000
sgay,py,-27.37055,-56.85406
cio,py,-23.44236,-57.42725
sgib,py,-25.40752,-54.61938
sgme,py,-22.05000,-60.62000
sgpi,py,-26.88122,-58.31803
axm,co,4.45278,-75.76640
puu,co,0.50523,-76.50080
skbc,co,9.04554,-73.97490
bga,co,7.12650,-73.18480
bog,co,4.70159,-74.14690
baq,co,10.88960,-74.78080
bsc,co,6.20292,-77.39470
bun,co,3.81963,-76.98980
cuc,co,7.92757,-72.51150
ctg,co,10.44240,-75.51300
clo,co,3.54322,-76.38160
tco,co,1.81442,-78.74920
czu,co,9.33274,-75.28560
eja,co,7.02433,-73.80680
fla,co,1.58919,-75.56440
skgi,co,4.27624,-74.79670
gpi,co,2.57013,-77.89860
skgy,co,4.81233,-74.06490
ibe,co,4.42161,-75.13330
ipi,co,0.86193,-77.67180
apo,co,7.81196,-76.71640
sklm,co,11.23250,-72.49010
let,co,-4.19355,-69.94320
eoh,co,6.22055,-75.59058
mgn,co,9.28474,-74.84610
mtr,co,8.82374,-75.82580
mvp,co,1.25366,-70.23390
mzl,co,5.02960,-75.46470
nva,co,2.95015,-75.29400
ocv,co,8.31506,-73.35830
otu,co,7.01037,-74.71550
skpb,co,12.22150,-71.98480
pcr,co,6.18472,-67.49320
pei,co,4.81267,-75.73950
skpi,co,1.85777,-76.08570
ppn,co,2.45440,-76.60930
pso,co,1.39625,-77.29150
